distance_m,token_overlap,name_length_diff,first_word_match,latitude_1_x,longitude_1_x,latitude_2_y,longitude_2_y,true_match,predicted_match,name_1_x,name_2_y
1199.940922172461,2,32,0,-6.908710797302315,107.61264529636856,-6.89844,107.60931,0.0,1,Klinik Mata,"RS. BORROMEUS ,GD. YOSEF lt.2 - KLINIK MATA"
21.95389095639789,0,6,0,55.69434988022377,37.50683069229126,55.694262,37.506517,0.0,1,Англо-русская школа (ЦО №1498),Кабинет Информатики 1498
6201.20326542267,1,9,0,36.991749960857824,35.30092406544903,37.02247,35.242638,0.0,1,Adana Havalimanı (ADA),Izmir Adnan Menderes Havalimanı
1143.9244314932782,5,0,1,13.807665,100.571204,13.802395801314155,100.58030251633598,0.0,1,ข้าวต้มเป็ดอ้วน (Aun's Duck Boiled Rice),ข้าวต้มเป็ดอ้วน (Aun's Duck Boiled Rice)
1597.3744463457595,4,0,1,5.183683553396969,97.13474671271248,5.18174701038805,97.14903955362742,0.0,1,Ayam Penyet Pak Ulis,Ayam Penyet Pak Ulis
16.609249872130622,2,0,1,30.29638796259822,-81.77581071853638,30.29640648973757,-81.77598237991333,0.0,1,Magnolia Eyecare,Magnolia Eyecare
127.02719108489029,1,0,1,10.007187,-84.215725,10.007699,-84.216762,0.0,1,Aula 409,Aula 407
8.902253647253056,1,2,0,50.85905406682372,3.3157683789339507,50.859050005078025,3.315641710752676,0.0,1,Bakkerij Noppe,Patisserie Noppe
210.2680500703481,2,0,1,24.39570641811089,46.66290289328642,24.39683,46.664573,0.0,1,The Farm,the farm
36.308202529439804,5,0,1,51.04495000537108,13.709258815204944,51.0446983203292,13.7089279387146,0.0,1,Signal Iduna Versicherung Daniel Hentschel,Signal Iduna Versicherung Daniel Hentschel
8.180206239434302,1,10,1,52.49828686656915,13.345987563503217,52.498216,13.34602,0.0,1,Duplexx Shop Kino,duplexx
46.95317173372665,0,13,0,-7.952822300311169,112.61280298233032,-7.95281839,112.61237664,0.0,1,Fakultas Ilmu Budaya (FIB),FIB UB R. 3.1
39.6193343153873,2,13,1,37.90719223022461,32.525081634521484,37.90717089752906,32.524630857775946,0.0,1,Ankara Pazarı,ankara pazarı adlı mekanda
99.68183524958198,2,18,0,-33.966183016618096,151.10340957144382,-33.96533000643753,151.10374200092016,0.0,1,Club Central,APL at Club Central Hurstville
858.8465172723846,2,9,1,-5.444270943593908,105.27269713551378,-5.4435696,105.2649704,0.0,1,El's Coffee House,El's Coffee Bandar Lampung
43.83212946128271,4,12,0,-3.0886892226866465,-60.02782948392264,-3.088522,-60.027472,0.0,1,Residencial Villa Dei Fiori,Academia do Residencial Villa Dei Fiori
858.4577091738876,0,3,0,7.616656937835973,100.07347984626848,7.616350586035364,100.08126272651612,0.0,1,สนามกีฬาศาลากลางพัทลุง,สนามศาลากลางจังหวัดพัทลุง
15.10946451288139,1,0,1,38.26169952992871,140.8716073661078,38.26173793305834,140.87144136428833,0.0,1,Apple 仙台一番町,Apple　Store
140.6464296398372,1,0,1,37.03396410067785,27.42932592396606,37.03459829188561,27.43069686265636,0.0,1,Bodrum Limanı,Bodrum Meydan
18.5167859145155,1,5,0,18.91837701833481,-104.07044613232566,18.91825437988538,-104.0705652173799,0.0,1,Restaurant Morelos,Hotel Morelos
6.2415245889581845,4,21,1,41.33453194882765,36.25681657670973,41.334585,36.256841,0.0,1,Tutkun Kardeşler Unlu Mamulleri & Cafe,TUTKUN KARDEŞLER Unlu Mamüller Ve Cafe (Cağaloğlu 2 Şubesi)
1833.6824577675172,1,8,0,51.20760573463922,3.238609788553596,51.200934,3.21454,0.0,1,Brugse Vesten,Banksje Aan De Vesten
5367.373435946202,2,0,1,-6.157563648695331,106.90832884709998,-6.1133869,106.8887642,0.0,1,Gading XXI,Gading XXI
3765.1963687278144,1,21,0,13.68562851733236,100.62827460267916,13.654093181352804,100.64096722955895,0.0,1,ข้าวมันไก่ตอน ก๋วยเตี๋ยวไก่ (มะระ),ก๋วยเตี๋ยวไก่
65.40439666551596,2,1,0,27.94522274656412,-82.50848605889546,27.944668207976687,-82.50826405753625,0.0,1,"EmbroidMe Tampa, FL","embroid me tampa, fl"
26.65525053434611,4,0,1,42.334856,-71.123156,42.334866,-71.12348,0.0,1,Deep Blue Barber Shop,Deep Blue Barber Shop
